training_iteration,timesteps_total,reward
40,1056000,0.47058823529411764
80,2064384,2.4
120,3075584,0.1
160,4086528,0.23529411764705882
200,5096704,0.2222222222222222
240,6109952,0.7894736842105263
280,7117312,0.9411764705882353
320,8129024,1.1666666666666667
360,9140992,1.3888888888888888
400,10151936,1.4736842105263157
440,11161856,0.6111111111111112
480,12169728,0.7222222222222222
520,13180928,0.3
560,14192640,0.8421052631578947
600,15202816,1.0526315789473684
640,16216064,0.75
680,17226752,1.25
720,18238720,1.894736842105263
760,19251200,1.3333333333333333
800,20262144,1.9375
840,21274624,0.6666666666666666
880,22285312,2.45
920,23296000,1.45
960,24307200,1.4736842105263157
1000,25317376,2.473684210526316
1040,26328832,-0.2631578947368421
1080,27341056,0.5625
1120,28350720,0.25
1160,29364992,1.6
1200,30375424,0.6111111111111112
1240,31384832,-0.10526315789473684
1280,32394240,1.0
1320,33404416,2.2222222222222223
1360,34417664,0.23529411764705882
1400,35428608,1.9473684210526316
1440,36439808,0.5
1480,37449472,0.1111111111111111
1520,38462208,2.3529411764705883
1560,39471616,1.4210526315789473
1600,40482560,1.3333333333333333
1640,41493504,0.10526315789473684
1680,42504704,1.4736842105263157
1720,43515904,1.5555555555555556
1760,44528128,1.6666666666666667
1800,45537792,1.894736842105263
1840,46547712,0.2777777777777778
1880,47558912,2.35
1920,48567296,2.263157894736842
1960,49577472,1.15
2000,50589696,-0.1
